Overall,Name,Nation,AKA
74,Leonel Miranda,Argentina,
74,Josip Mišić,Croatia,
74,Virgil Misidjan,Netherlands,
74,Stefan Mitrović,Serbia,
74,Maximilian Mittelstädt,Germany,
74,Jakub Moder,Poland,
74,Mostafa Mohamed,Egypt,
74,Munir,Morocco,
74,Stoichkov,Spain,
74,Emre Mor,Turkey,
74,Leonardo Morales,Argentina,
74,Lewis Morgan,Scotland,
74,Nikola Moro,Croatia,
74,Dany Mota,Portugal,
74,Aihen Muñoz,Spain,
74,Alex Muñoz,Spain,
74,Petar Musa,Croatia,
74,Yunus Musah,United States,
74,Knowledge Musona,Zimbabwe,
74,Phillipp Mwene,Austria,
74,Na Sang Ho,Korea Republic,
74,Darlington Nagbe,United States,
74,Marvelous Nakamba,Zimbabwe,
74,Khaled Narey,Germany,
74,Iliman Ndiaye,Senegal,
74,Reiss Nelson,England,
74,Neto Borges,Brazil,
74,Carlos Neva,Spain,
74,Lee Nicholls,England,
74,Arnaud Nordin,France,
74,Oliver Norwood,Northern Ireland,
74,Luís Neto,Portugal,
74,Gerzino Nyamsi,France,
74,Armando Obispo,Netherlands,
74,Vadis Odjidja-Ofoe,Belgium,
74,Masaya Okugawa,Japan,
74,Kristoffer Olsson,Sweden,
74,Jean Onana,Cameroon,
74,Henry Onyekuru,Nigeria,
74,Ivan Ordets,Ukraine,
74,Bright Osayi-Samuel,Nigeria,
74,Adam Ounas,Algeria,
74,Reece Oxford,England,
74,Willian Pacho,Ecuador,
74,Agustín Palavecino,Argentina,
74,Filip Panák,Czech Republic,
74,Marcus Holmgren Pedersen,Norway,
74,Luca Pellegrini,Italy,
74,David Costa,Portugal,
74,Danilo,Brazil,
74,Jeffinho,Brazil,
74,Guga Rodrigues,Portugal,
74,Joaquín Pereyra,Argentina,
74,Đorđe Petrović,Serbia,
74,Patric Pfeiffer,Germany,
74,Maximilian Philipp,Germany,
74,Amos Pieper,Germany,
74,Andrea Pinamonti,Italy,
74,Tozé,Portugal,
74,Joël Piroe,Netherlands,
74,Joel Pohjanpalo,Finland,
74,Marin Pongračić,Croatia,
74,Denys Popov,Ukraine,
74,Alexander Prass,Austria,
74,Carlos Quintana,Argentina,
74,Romell Quioto,Honduras,
74,Aaron Ramsey,Wales,
74,Fabian Reese,Germany,
74,Ludovit Reis,Netherlands,
74,Elvis Rexhbeçaj,Kosovo,
74,Chris Richards,United States,
74,Sergio Rico,Spain,
74,Fabian Rieder,Switzerland,
74,Jaïro Riedewald,Netherlands,
74,Jacob Rinne,Sweden,
74,Stefan Ristovski,North Macedonia,
74,Joe Rodon,Wales,
74,Luis Miguel Rodríguez,Argentina,
74,Jorge Rodríguez,Argentina,
74,Diego Rodríguez,Argentina,
74,Puertas,Spain,
74,Monchu,Spain,
74,Robert Rojas,Paraguay,
74,Anthony Rouault,France,
74,Albert Rusnák,Slovakia,
74,Michal Sadílek,Czech Republic,
74,Lukáš Sadílek,Czech Republic,
74,Wesley Saïd,France,
74,Samu Sáiz,Spain,
74,Albert Sambi Lokonga,Belgium,
74,Jorge Sánchez,Mexico,
74,Germán,Spain,
74,Manu Sánchez,Spain,
74,Ilie Sánchez,Spain,
74,Curro Sánchez,Spain,
74,Agustín Sant'Anna,Uruguay,
74,Daniel Bragança,Portugal,
74,Malang Sarr,France,
74,Jefferson Savarino,Venezuela,
74,Amir Sâyoud,Algeria,
74,Joe Scally,United States,
74,Benno Schmitz,Germany,
74,Rob Schoofs,Belgium,
74,Ivan Schranz,Slovakia,
74,Richard Schunke,Argentina,
74,Stefan Schwab,Austria,
74,Faïz Selemani,Comoros,
74,Lawrence Shankland,Scotland,
74,Moses Simon,Nigeria,
74,Manolis Siopis,Greece,
74,Ibrahima Sissoko,France,
74,Robert Skov,Denmark,
74,Adam Smith,England,
74,Josué,Portugal,
74,Rubén Sobrino,Spain,
74,Ramón Sosa,Paraguay,
74,Brenner,Brazil,
74,Djed Spence,England,
74,Jens Stage,Denmark,
74,Benjamin Stambouli,France,
74,Cican Stanković,Austria,
74,Carl Starfelt,Sweden,
74,Niklas Stark,Germany,
74,Jack Stephens,England,
74,Petar Stojanović,Slovenia,
74,Thomas Strakosha,Albania,
74,Luka Sučić,Croatia,
74,Kamaldeen Sulemana,Ghana,
74,Karol Świderski,Poland,
74,John Swift,England,
74,Montassar Talbi,Tunisia,
74,Adrien Tameze,France,
74,Japhet Tanganga,England,
74,Nathan Tella,England,
74,Simon Terodde,Germany,
74,Morten Thorsby,Norway,
74,Guus Til,Netherlands,
74,Malik Tillman,United States,
74,Quinten Timber,Netherlands,
74,Marcel Tisserand,Congo DR,
74,Dorukhan Toköz,Turkey,
74,Hassan Tombakti,Saudi Arabia,
74,Ömer Toprak,Turkey,
74,Miguel Ángel Torrén,Argentina,
74,Jordan Torunarigha,Germany,
74,Lassina Traoré,Burkina Faso,
74,Salih Uçan,Turkey,
74,Mikael Uhre,Denmark,
74,Sven Ulreich,Germany,
74,Bruno Valdez,Paraguay,
74,Vallejo,Spain,
74,Hendrik Van Crombrugge,Belgium,
74,Dante Vanzeir,Belgium,
74,Ruben Vargas,Switzerland,
74,Emiliano Vecchio,Argentina,
74,Lars Veldwijk,South Africa,
74,Unai Vencedor,Spain,
74,Simone Verdi,Italy,
74,Jannik Vestergaard,Denmark,
74,Toni Villa,Spain,
74,David von Ballmoos,Switzerland,
74,Luca Waldschmidt,Germany,
74,Marvin Wanitzek,Germany,
74,Victor Wanyama,Kenya,
74,Joel Ward,England,
74,Timothy Weah,United States,
74,Ben Whiteman,England,
74,Harry Winks,England,
74,Freddie Woodman,England,
74,Joe Worrall,England,
74,Haji Wright,United States,
74,Rıdvan Yılmaz,Turkey,
74,Yoon Bit Garam,Korea Republic,
74,Zaydou Youssouf,France,
74,Kristoffer Zachariassen,Norway,
74,Dan-Axel Zagadou,France,
74,Warren Zaïre-Emery,France,
74,Rodrigo Zalazar,Uruguay,
74,Zaldúa,Spain,
74,Carlos Zambrano,Peru,
74,Anass Zaroury,Morocco,
74,Akim Zedadka,Algeria,
74,Jaroslav Zelený,Czech Republic,
74,Cédric Zesiger,Switzerland,
74,Ron-Robert Zieler,Germany,
74,Lawrence Ati Zigi,Ghana,
74,Philip Zinckernagel,Denmark,
74,Robert Žulj,Austria,
74,Fernando Zuqui,Argentina,
74,Szymon Żurkowski,Poland,
74,Ruth Álvarez,Spain,
74,Amira Arfaoui,Switzerland,
74,Guðrún Arnardóttir,Iceland,
74,Peke,Spain,
74,Bea Beltrán,Spain,
74,Maike Berentzen,Germany,
74,Emma Berglund,Sweden,
74,Roselord Borgella,Haiti,
74,Michaela Brandenburg,Germany,
74,Fiona Brown,Scotland,
74,Rute Costa,Portugal,
74,Laurie Cance,France,
74,Sofia Cantore,Italy,
74,Cindy Caputo,France,
74,Gabrielle Carle,Canada,
74,Marta Carro,Spain,
74,Franny Černá,Czech Republic,
74,Emily Curran,United States,
74,Lauren Davidson,Scotland,
74,Silke Demeyere,Belgium,
74,Imani Dorsey,United States,
74,Salomé Elisor,France,
74,Estella,Spain,
74,Carol Férez,Spain,
74,Mia Fishel,United States,
74,Mandy Freeman,United States,
74,Melissa Friedrich,Germany,
74,Clara Fröhlich,Germany,
74,Ryan Gareis,United States,
74,Luca Graf,Germany,
74,Svava Rós Gudmundsdóttir,Iceland,
74,Alicia-Sophie Gudorf,Germany,
74,Mia Gyau,United States,
74,Madison Haley,United States,
74,Tuva Hansen,Norway,
74,Anna Heilferty,United States,
74,Taylor Hinds,England,
74,Karen Holmgaard,Denmark,
74,Natalie Jacobs,United States,
74,Lou-Ann Joly,France,
74,Sally Julini,Switzerland,
74,Grace Kazadi,France,
74,Tziarra King,United States,
74,Lize Kop,Netherlands,
74,Natasha Kowalski,Germany,
74,Tereza Krejčiříková,Czech Republic,
74,Veronica Latsko,United States,
74,Melissa Lawley,England,
74,Carrie Lawrence,United States,
74,Adriana,Brazil,
74,Elise Legrout,France,
74,Vanessa Leimenstoll,Germany,
74,Janina Leitzig,Germany,
74,Julia Lester,United States,
74,Romée Leuchter,Netherlands,
74,Alex Loera,United States,
74,Allie Long,United States,
74,Joanne Love,Scotland,
74,Héloïse Mansuy,France,
74,Andrea Marrero,Spain,
74,Lara Marti,Switzerland,
74,Nealy Martin,United States,
74,Cheyna Matthews,Jamaica,
74,Tegan McGrady,United States,
74,Addisyn Merrick,United States,
74,Zala Meršnik,Slovenia,
74,Teagan Micah,Australia,
74,Esme Morgan,England,
74,Olivia Moultrie,United States,
74,Koko Ange N'Guessan,Côte d'Ivoire,
74,Fuka Nagano,Japan,
74,Simona Necidová,Czech Republic,
74,Lucía Pardo,Spain,
74,Anna Patten,England,
74,Courtney Petersen,United States,
74,Nina Räcke,Germany,
74,Brittany Ratcliffe,United States,
74,Nadine Riesen,Switzerland,
74,Katie Robinson,England,
74,Madeline Roth,France,
74,Taylor Smith,United States,
74,Meredith Speck,United States,
74,Drew Spence,Jamaica,
74,Nikki Stanton,United States,
74,Ella Stevens,United States,
74,Julia Stierli,Switzerland,
74,Kylie Strom,United States,
74,Eva Sumo,France,
74,Maddi Torre,Spain,
74,Marta Unzué,Spain,
74,Daphne van Domselaar,Netherlands,
74,Amalie Vangsgaard,Denmark,
74,Ally Watt,United States,
74,Sophia Winkler,Germany,
74,Cora Zicai,Germany,
73,Max Aarons,England,
73,Mehdi Abeid,Algeria,
73,Frank Acheampong,Ghana,
73,Arijan Ademi,North Macedonia,
73,Simon Adingra,Côte d'Ivoire,
73,Yacine Adli,France,
73,Agirrezabala,Spain,
73,Jean-Eudes Aholou,Côte d'Ivoire,
73,Ola Aina,Nigeria,
73,Aketxe,Spain,
73,Carlos Alcaraz,Argentina,
73,Ezgjan Alioski,North Macedonia,
73,Nani,Portugal,
73,Cédric,Portugal,
73,Jair Amador,Portugal,
73,Kelvin Amian,France,
73,Mariano Andújar,Argentina,
73,Jaidon Anthony,England,
73,Domagoj Antolić,Croatia,
73,Christopher Antwi-Adjei,Ghana,
73,Dennis Appiah,France,
73,Arbilla,Spain,
73,Cameron Archer,England,
73,Joe Aribo,Nigeria,
73,Stuart Armstrong,Scotland,
73,Gerardo Arteaga,Mexico,
73,Youcef Atal,Algeria,
73,Omer Atzili,Israel,
73,Tommaso Augello,Italy,
73,Luke Ayling,England,
73,Serdar Aziz,Turkey,
73,Talles Magno,Brazil,
73,Michel Ange Balikwisha,Belgium,
73,Filippo Bandinelli,Italy,
73,David Barbona,Argentina,
73,Borna Barišić,Croatia,
73,Pablo Barrios,Spain,
73,Chris Basham,England,
73,Maximilian Bauer,Germany,
73,Timo Baumgartl,Germany,
73,Vid Belec,Slovenia,
73,Raoul Bellanova,Italy,
73,Gastón Benavídez,Argentina,
73,Daniel Bentley,England,
73,Paul Bernardoni,France,
73,Dimitry Bertaud,France,
73,Andrea Bertolacci,Italy,
73,Bruno Bianchi,Argentina,
73,Mads Bidstrup,Denmark,
73,Bigas,Spain,
73,Leonardo Bittencourt,Germany,
73,Sebastián Blanco,Argentina,
73,Antonio Blanco,Spain,
73,Myron Boadu,Netherlands,
73,Jayden Bogle,England,
73,Mauro Boselli,Argentina,
73,Eric Botteghin,Brazil,
73,Mohamed Bouldini,Morocco,
73,Umut Bozok,Turkey,
73,Yanick Brecher,Switzerland,
73,Gaston Brugman,Uruguay,
73,Cédric Brunner,Switzerland,
73,Matteo Brunori,Italy,
73,Marcin Bułka,Poland,
73,Guido Burgstaller,Austria,
73,Nahuel Bustos,Argentina,
73,Jimmy Cabot,France,
73,Javier Cabrera,Uruguay,
73,Juan José Cáceres,Paraguay,
73,Mathieu Cafaro,France,
73,Jens-Lys Cajuste,Sweden,
73,Néstor Camacho,Paraguay,
73,Mohamed Ali Camara,Guinea,
73,Jorman Campuzano,Colombia,
73,Matteo Cancellieri,Italy,
73,Mateo Carabajal,Argentina,
73,Johan Carbonero,Colombia,
73,Carlos Mané,Guinea-Bissau,
73,Jorge Carranza,Argentina,
73,Jean-Charles Castelletto,Cameroon,
73,Castro,Portugal,
73,Alessio Castro-Montes,Belgium,
73,Daniel Cataño,Colombia,
73,Martín Cauteruccio,Uruguay,
73,Álex Centelles,Spain,
73,Fabien Centonze,France,
73,Nacer Chadli,Belgium,
73,Farouk Chafaï,Algeria,
73,Farès Chaïbi,Algeria,
73,Ilias Chair,Morocco,
73,Brendan Chardonnet,France,
73,Denis Cheryshev,Russia,
73,Tomáš Chorý,Czech Republic,
73,Oliver Christensen,Denmark,
73,Tolga Ciğerci,Turkey,
73,Jack Clarke,England,
73,Clerc,Spain,
73,Nazareno Colombo,Argentina,
73,Enzo Copetti,Argentina,
73,Jack Cork,England,
73,Andreas Cornelius,Denmark,
73,Corpas,Spain,
73,Benoît Costil,France,
73,Maxime Crépeau,Canada,
73,Pejiño,Spain,
73,Diogo Gonçalves,Portugal,
73,João Victor,Brazil,
73,Oday Dabbagh,Palestine,
73,Colin Dagba,France,
73,Finn Dahmen,Germany,
73,Stuart Dallas,Northern Ireland,
73,Flavius Daniliuc,Austria,
73,Josh Dasilva,England,
73,Ben Davies,England,
73,Paweł Dawidowicz,Poland,
73,Maxim De Cuyper,Belgium,
73,Aderllan Santos,Brazil,
73,Luca de la Torre,United States,
73,Gregore,Brazil,
73,Cláudio Ramos,Portugal,
73,Lorenzo De Silvestri,Italy,
73,Felipe Silva,Brazil,
73,Alexsandro Ribeiro,Brazil,
73,Amar Dedić,Bosnia and Herzegovina,
73,Grégoire Defrel,France,
73,Romain Del Castillo,France,
73,Rafael Delgado,Argentina,
73,Stefano Denswil,Suriname,
73,Andrés Desábato,Argentina,
73,Mikkel Desler,Denmark,
73,Marcelo Díaz,Chile,
73,Lautaro Díaz,Argentina,
73,Bamba Dieng,Senegal,
73,Javairô Dilrosun,Netherlands,
73,Moussa Djenepo,Mali,
73,Koffi Djidji,Côte d'Ivoire,
73,Lucas Piazón,Brazil,
73,Alexander Domínguez,Ecuador,
73,Jean-Luc Dompé,France,
73,Fernando,Brazil,
73,David Douděra,Czech Republic,
73,Patrick Drewes,Germany,
73,Joël Drommel,Netherlands,
73,Shane Duffy,Republic of Ireland,
73,Paul Dummett,Wales,
73,Filip Đuričić,Serbia,
73,Serdar Dursun,Turkey,
73,Carel Eiting,Netherlands,
73,Albin Ekdal,Sweden,
73,Hjalmar Ekdal,Sweden,
73,Jurgen Ekkelenkamp,Netherlands,
73,Omar Elabdellaoui,Norway,
73,Anthony Elanga,Sweden,
73,Meschack Elia,Congo DR,
73,Niclas Eliasson,Sweden,
73,Jack Elliott,England,
73,Mohamed Elyounoussi,Norway,
73,Björn Engels,Belgium,
73,Bernardo Espinosa,Colombia,
73,Håkon Evjen,Norway,
73,Abdessamad Ezzalzouli,Morocco,
73,Marouane Fellaini,Belgium,
73,Evan Ferguson,Republic of Ireland,
73,Edimilson Fernandes,Switzerland,
73,Ezequiel Fernández,Argentina,
73,Valery,Spain,
73,Carlos Fernández,Spain,
73,Frederico Venâncio,Portugal,
73,Miguel Maga,Portugal,
73,Philipp Förster,Germany,
73,Francés,Spain,
73,Ryan Fraser,Scotland,
73,Ryan Fredericks,England,
73,Dael Fry,England,
73,Chris Führich,Germany,
73,Francisco Fydriszewski,Argentina,
73,Matteo Gabbia,Italy,
73,Fernando Gaibor,Ecuador,
73,Enric Gallego,Spain,
73,Pedro Gallese,Peru,
73,Gauthier Gallon,France,
73,Ignatius Ganago,Cameroon,
73,Facundo Garcés,Argentina,
73,Javier García,Argentina,
73,Ali Gholizadeh,Iran,
73,Jakob Glesnes,Norway,
73,Saviour Godwin,Nigeria,
73,Elías Gómez,Argentina,
73,Jonatan Gómez,Argentina,
73,Fábio Abreu,Angola,
73,Zeca,Greece,
73,Francisco González Metilli,Argentina,
73,Lucas Gourna,France,
73,Alex Grant,Australia,
73,Julian Gressel,United States,
73,Matt Grimes,England,
73,Kamil Grosicki,Poland,
73,Carlos Gruezo,Ecuador,
73,Gabriel Gudmundsson,Sweden,
73,Jóhann Berg Guðmundsson,Iceland,
73,Paolo Guerrero,Peru,
73,Manuel Gulde,Germany,
73,Gumbau,Spain,
73,Samuel Gustafson,Sweden,
73,Ianis Hagi,Romania,
73,Haris Hajradinović,Bosnia and Herzegovina,
73,Sead Hakšabanović,Montenegro,
73,Grant Hanley,Scotland,
73,Ridgeciano Haps,Suriname,
73,Makoto Hasebe,Japan,
73,Gabriel Hauche,Argentina,
73,Rhys Healey,England,
73,Silvan Hefti,Switzerland,
73,Jack Hendry,Scotland,
73,Wayne Hennessey,Wales,
73,Christophe Hérelle,France,
73,Junior Hernández,Colombia,
73,Mees Hilgers,Netherlands,
73,Casper Højer,Denmark,
73,Fabian Netherlands,Germany,
73,Hong Hyeon Seok,Korea Republic,
73,Osmar,Spain,
73,Andrés Ibargüen,Colombia,
73,Roberto Insigne,Italy,
73,Mikael Ishak,Sweden,
73,Cedric Itten,Switzerland,
73,Alireza Jahanbakhsh,Iran,
73,Ismail Jakobs,Senegal,
73,Jakub Jankto,Czech Republic,
73,Tin Jedvaj,Croatia,
73,Václav Jemelka,Czech Republic,
73,Isaiah Jones,England,
73,João Pedro,Brazil,
73,David Jurásek,Czech Republic,
73,Issa Kaboré,Burkina Faso,
73,Tino Kadewere,Zimbabwe,
73,Gédéon Kalulu,Congo DR,
73,Glen Kamara,Finland,
73,Thomas Kaminski,Belgium,
73,Ercan Kara,Austria,
73,Yann Karamoh,France,
73,Oleksandr Karavaev,Ukraine,
73,Atakan Karazor,Germany,
73,Michał Karbownik,Poland,
73,Jesper Karlström,Sweden,
73,Tomasz Kędziora,Poland,
73,Caoimhin Kelleher,Republic of Ireland,
73,Lloyd Kelly,England,
73,Gyrano Kerk,Netherlands,
73,Ki Sung Yueng,Korea Republic,
73,Kim Young Gwon,Korea Republic,
73,Maurits Kjaergaard,Denmark,
73,Hervé Koffi,Burkina Faso,
73,Dominik Kotarski,Croatia,
73,Jean Evrard Kouassi,Côte d'Ivoire,
73,Boubakar Kouyaté,Mali,
73,Dawid Kownacki,Poland,
73,Emil Krafth,Sweden,
73,Damir Kreilach,Croatia,
73,Filip Krovinović,Croatia,
73,Tim Krul,Netherlands,
73,Sven Kums,Belgium,
73,Layvin Kurzawa,France,
73,Giorgi Kvilitaia,Georgia,
73,Giorgos Kyriakopoulos,Greece,
73,Qazim Laçi,Albania,
73,Loïc Lapoussin,Madagascar,
73,Jacob Bruun Larsen,Denmark,
73,Jørgen Strand Larsen,Norway,
73,Gautier Larsonneur,France,
73,Toni Lato,Spain,
73,Romeo Lavia,Belgium,
73,Tom Lawrence,Wales,
73,Lazo,Spain,
73,Jérémy Le Douaron,France,
73,Darragh Lenihan,Republic of Ireland,
73,Christopher Lenz,Germany,
73,Sergio León,Spain,
73,Johann Lepenant,France,
73,Lukas Lerager,Denmark,
73,Rico Lewis,England,
73,Andrés Llinás,Colombia,
73,Raúl Loaiza,Colombia,
73,Robin Lod,Finland,
73,Luciano Lollo,Argentina,
73,Duk,Cape Verde Islands,
73,Leonardo,Brazil,
73,Pedro Pereira,Portugal,
73,Hernán López Muñoz,Argentina,
73,Dion Lopy,Senegal,
73,Nahuel Losada,Argentina,
73,Imrân Louza,Morocco,
73,Anthony Lozano,Honduras,
73,Pol Lozano,Spain,
73,Fabio Lucioni,Italy,
73,John Lundstram,England,
73,Senne Lynen,Belgium,
73,Jamie Maclaren,Australia,
73,Giangiacomo Magnani,Italy,
73,Hugo Magnetti,France,
73,Yohann Magnin,France,
73,Josh Maja,Nigeria,
73,Jean-Victor Makengo,France,
73,Wilson Manafá,Portugal,
73,Marco Mancosu,Italy,
73,Vasco Fernandes,Portugal,
73,Faitout Maouassa,France,
73,Lazar Marković,Serbia,
73,Roger Martí,Spain,
73,Juan Carlos,Spain,
73,Gonzalo Martínez,Argentina,
73,Emiliano Martínez,Uruguay,
73,Roger Martínez,Colombia,
73,Adrián Martínez,Argentina,
73,Erhan Mašović,Serbia,
73,Mata,Spain,
73,Eliot Matazo,Belgium,
73,Luca Mazzitelli,Italy,
73,Pasquale Mazzocchi,Italy,
73,Scott McKenna,Scotland,
73,Marvin Mehlem,Germany,
73,Björn Meijer,Netherlands,
73,Soualiho Meïté,France,
73,Gonçalo Paciência,Portugal,
73,Benjamin Mendy,France,
73,Lucas Menossi,Argentina,
73,Quentin Merlin,France,
73,Matt Miazga,United States,
73,Milad Mohammadi,Iran,
73,Aaron Molinas,Argentina,
73,Florent Mollet,France,
73,Jamiro Monteiro,Cape Verde Islands,
73,Kieffer Moore,Wales,
73,Anthony Moris,Luxembourg,
73,Manu Morlanes,Spain,
73,Andrés Mosquera,Colombia,
73,Jhon Mosquera,Colombia,
73,Fahd Moufi,Morocco,
73,Samuel Moutoussamy,Congo DR,
73,Franco Moyano,Argentina,
73,Marius Müller,Germany,
73,Kevin Müller,Germany,
73,Paul Nardi,France,
73,Amath Ndiaye,Senegal,
73,Luca Netz,Germany,
73,Cyril Ngonge,Belgium,
73,Tanguy Nianzou,France,
73,Bart Nieuwkoop,Netherlands,
73,Fabián Noguera,Argentina,
73,Rúben Vezo,Portugal,
73,Allan-Roméo Nyom,Cameroon,
73,Jens Odgaard,Denmark,
73,David Okereke,Nigeria,
73,Joseph Okumu,Kenya,
73,Rogério,Brazil,
73,André Silva,Brazil,
73,Gastón Olveira,Uruguay,
73,Ohi Omoijuanfo,Norway,
73,Abdülkadir Ömür,Turkey,
73,Paul Ebere Onuachu,Nigeria,
73,Raphael Onyedika,Nigeria,
73,Frank Onyeka,Nigeria,
73,Aimar Oroz,Spain,
73,Richard Ortiz,Paraguay,
73,Pedro Ortíz,Ecuador,
73,Jonathan Osorio,Canada,
73,Leo Østigård,Norway,
73,Juan Ferney Otero,Colombia,
73,Alexandre Oukidja,Algeria,
73,Paik Seung Ho,Korea Republic,
73,Leart Paqarada,Kosovo,
73,José Paradela,Argentina,
73,Martín Payero,Argentina,
73,Sergio Peña,Peru,
73,Iñaki Peña,Spain,
73,Mauricio Pereyra,Uruguay,
73,Marco Pérez,Colombia,
73,Rafael Pérez,Colombia,
73,Juankar,Spain,
73,Luis Pérez,Spain,
73,Kike Pérez,Spain,
73,Lucas Perrin,France,
73,Pavao Pervan,Austria,
73,Jakub Pešek,Czech Republic,
73,Aleksandar Pešić,Serbia,
73,Giuseppe Pezzella,Italy,
73,Nathaniel Phillips,England,
73,Krzysztof Piątek,Poland,
73,Kamil Piątkowski,Poland,
73,Ronaël Pierre-Gabriel,France,
73,Mirko Pigliacelli,Italy,
73,Iván Piris,Paraguay,
73,Francisco Pizzini,Argentina,
73,Óscar Plano,Spain,
73,Ezequiel Ponce,Argentina,
73,Lukáš Provod,Czech Republic,
73,Pulido,Spain,
73,Cryzan,Brazil,
73,Largie Ramazani,Belgium,
73,Gastón Ramírez,Uruguay,
73,Chris Ramos,Spain,
73,Bart Ramselaar,Netherlands,
73,Jacob Rasmussen,Denmark,
73,Federico Rasmussen,Argentina,
73,Tim Ream,United States,
73,Jeff Reine-Adélaïde,France,
73,Luiz Júnior,Brazil,
73,Mihailo Ristić,Serbia,
73,Hugo Rodallega,Colombia,
73,Jay Rodriguez,England,
73,Patricio Rodríguez,Argentina,
73,Gabriel Rojas,Argentina,
73,Felipe Román,Colombia,
73,Braian Romero,Argentina,
73,Salomón Rondón,Venezuela,
73,Kemar Roofe,Jamaica,
73,Diego Rubio,Chile,
73,Rúnar Alex Rúnarsson,Iceland,
73,André Franco,Portugal,
73,Georginio Rutter,France,
73,Emir Sahiti,Kosovo,
73,Mamadou Sakho,France,
73,Manolis Saliakas,Greece,
73,Ulrik Saltnes,Norway,
73,Lazar Samardžić,Serbia,
73,Carlos Sánchez,Uruguay,
73,Iván Sánchez,Spain,
73,Salvi Sánchez,Spain,
73,Ron Schallenberg,Germany,
73,Alexander Schlager,Austria,
73,Romano Schmid,Austria,
73,Lasse Schøne,Denmark,
73,Aleksandar Sedlar,Serbia,
73,Ibrahim Šehić,Bosnia and Herzegovina,
73,Davie Selke,Germany,
73,Luigi Sepe,Italy,
73,Ben Sheaf,England,
73,Jordan Siebatcheu,United States,
73,Arnór Sigurðsson,Iceland,
73,Jadson,Brazil,
73,Henrique,Brazil,
73,Marcos Antonio,Brazil,
73,Santiago Simón,Argentina,
73,Moussa Sissoko,France,
73,Sivera,Spain,
73,Douglas Augusto,Brazil,
73,Fábio Silva,Portugal,
73,Eduard Sobol,Ukraine,
73,Yira Sor,Nigeria,
73,Adama Soumaoro,France,
73,Arnaud Souquet,France,
73,Harry Souttar,Australia,
73,John Souttar,Scotland,
73,Andraž Šporar,Slovenia,
73,Jack Stacey,England,
73,Calvin Stengs,Netherlands,
73,Angelo Stiller,Germany,
73,Nikola Storm,Belgium,
73,Kevin Strootman,Netherlands,
73,Pascal Struijk,Netherlands,
73,Matías Suárez,Argentina,
73,Isaac Success,Nigeria,
73,Crysencio Summerville,Netherlands,
73,Toni Šunjić,Bosnia and Herzegovina,
73,Erik Sviatchenko,Denmark,
73,Jan Sýkora,Czech Republic,
73,Issiaga Sylla,Guinea,
73,Yohei Takaoka,Japan,
73,Charlie Taylor,England,
73,Terrats,Spain,
73,Florian Thauvin,France,
73,Luke Thomas,England,
73,Kristian Thorstvedt,Norway,
73,Gastón Togni,Argentina,
73,Jens Toornstra,Netherlands,
73,Facundo Torres,Uruguay,
73,Aiyegun Tosin,Benin,
73,Birama Touré,Mali,
73,Ismaël Traoré,Côte d'Ivoire,
73,Mark Travers,Republic of Ireland,
73,Auston Trusty,United States,
73,David Turnbull,Scotland,
73,Deniz Türüç,Turkey,
73,Matthieu Udol,France,
73,Ayase Ueda,Japan,
73,Lesley Ugochukwu,France,
73,Filip Ugrinic,Switzerland,
73,Um Won Sang,Korea Republic,
73,Tomáš Vaclík,Czech Republic,
73,Josha Vagnoman,Germany,
73,Cote,Spain,
73,Bruno Wilson,Portugal,
73,Manu Vallejo,Spain,
73,Nicolai Vallys,Denmark,
73,Sven van Beek,Netherlands,
73,Mick van Buren,Netherlands,
73,Vito van Crooij,Netherlands,
73,Denis Vavro,Slovakia,
73,Brandon Vazquez,United States,
73,Gustavo Velázquez,Paraguay,
73,Miloš Veljković,Serbia,
73,Valerio Verre,Italy,
73,Yari Verschaeren,Belgium,
73,Iñigo Vicente,Spain,
73,Diego Viera,Paraguay,
73,Nick Viergever,Netherlands,
73,Villalibre,Spain,
73,Mikel Villanueva,Venezuela,
73,Iván Villar,Spain,
73,Matías Viña,Uruguay,
73,Martin Vitík,Czech Republic,
73,Adam Vlkanova,Czech Republic,
73,Aster Vranckx,Belgium,
73,Matěj Vydra,Czech Republic,
73,Danny Ward,Wales,
73,Neco Williams,Wales,
73,Maximilian Wittek,Germany,
73,Abdul-Aziz Yakubu,Ghana,
73,Yusuf Yazıcı,Turkey,
73,Okay Yokuşlu,Turkey,
73,Maya Yoshida,Japan,
73,Yoshimar Yotún,Peru,
